grade strategy,selection,crossover,mutation,x,y,best,mean,std,all params
min,stochastic_universal_sampling,uniform,flip_bit,-0.328474888,-1.309690114,-1.816461222,36.71697287,11.18474594,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: uniform, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,uniform,gaussian,-0.710761572,-1.400555941,-1.816871828,374140.5894,41465.16485,"Grade strategy: min, Selection: roulette, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,heuristic,flip_bit,-0.720115976,-1.415005599,-1.819418126,28.11395232,9.67961907,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: heuristic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,heuristic,shuffle_indexes,-0.453721549,-1.74755277,-1.822046182,-1.304513694,1.552597466,"Grade strategy: min, Selection: lexicase, Crossover: heuristic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,arithmetic,gaussian,-0.339995108,-1.629570557,-1.822468431,309865.1836,36088.13801,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,arithmetic,shuffle_indexes,-0.36535568,-1.360080854,-1.850757455,0.115554355,0.291405934,"Grade strategy: min, Selection: random, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,heuristic,shuffle_indexes,-0.592185706,-1.766459757,-1.854322846,55.1712251,11.99593081,"Grade strategy: min, Selection: roulette, Crossover: heuristic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,one_point,shuffle_indexes,-0.671409315,-1.433456231,-1.856553909,56.48833178,15.81222918,"Grade strategy: min, Selection: roulette, Crossover: one_point, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,uniform,shuffle_indexes,-0.619200991,-1.764036045,-1.858369932,-1.444327317,1.299736644,"Grade strategy: min, Selection: tournament, Crossover: uniform, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,one_point,flip_bit,-0.387101848,-1.41825174,-1.874323813,-1.517165087,0.952664925,"Grade strategy: min, Selection: lexicase, Crossover: one_point, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,arithmetic,shuffle_indexes,-0.663041144,-1.468028717,-1.874614866,20.97767046,5.855493335,"Grade strategy: min, Selection: roulette, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,heuristic,shuffle_indexes,-0.422431396,-1.39319467,-1.877136855,3.415530279,7.758846873,"Grade strategy: min, Selection: best, Crossover: heuristic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,arithmetic,flip_bit,-0.552475511,-1.394748499,-1.878717948,17.16147186,5.584475623,"Grade strategy: min, Selection: roulette, Crossover: arithmetic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,one_point,flip_bit,-0.512940819,-1.679096052,-1.881567905,31.74546506,12.05135658,"Grade strategy: min, Selection: roulette, Crossover: one_point, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,uniform,flip_bit,-0.657960002,-1.687066892,-1.886625443,-1.482383669,1.040262908,"Grade strategy: min, Selection: tournament, Crossover: uniform, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,heuristic,flip_bit,-0.412215067,-1.455906284,-1.888275333,2.341739612,1.991790132,"Grade strategy: min, Selection: best, Crossover: heuristic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,uniform,shuffle_indexes,-0.691265479,-1.590758223,-1.888471403,44.58510084,13.38549743,"Grade strategy: min, Selection: roulette, Crossover: uniform, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,uniform,shuffle_indexes,-0.690969557,-1.600921009,-1.888920297,8.626894628,12.16052386,"Grade strategy: min, Selection: random, Crossover: uniform, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,arithmetic,shuffle_indexes,-0.425749828,-1.545658032,-1.892148632,53.94298512,11.10209196,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,arithmetic,shuffle_indexes,-0.444309187,-1.449718818,-1.895198624,0.849909911,1.460561115,"Grade strategy: min, Selection: worst, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,one_point,flip_bit,-0.529572043,-1.643989329,-1.897460571,2.314833099,1.775839523,"Grade strategy: min, Selection: worst, Crossover: one_point, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,one_point,flip_bit,-0.623908318,-1.634962739,-1.901783419,2.456130049,1.950725937,"Grade strategy: min, Selection: best, Crossover: one_point, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,uniform,flip_bit,-0.546069755,-1.62875968,-1.903628738,2.63995248,1.948622192,"Grade strategy: min, Selection: best, Crossover: uniform, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,heuristic,shuffle_indexes,-0.463000669,-1.523150965,-1.904430765,3.523640817,8.210935437,"Grade strategy: min, Selection: worst, Crossover: heuristic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,uniform,flip_bit,-0.525046154,-1.609515622,-1.905394752,2.454877172,1.874890793,"Grade strategy: min, Selection: worst, Crossover: uniform, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,uniform,gaussian,-0.498408993,-1.471534984,-1.905642356,545760.9968,64357.21936,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,heuristic,flip_bit,-0.617283496,-1.567539128,-1.907271656,2.441094655,2.065411016,"Grade strategy: min, Selection: random, Crossover: heuristic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,uniform,shuffle_indexes,-0.525064595,-1.596988933,-1.907720379,4.22081602,9.986607036,"Grade strategy: min, Selection: best, Crossover: uniform, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,heuristic,shuffle_indexes,-0.530352159,-1.593250976,-1.908899389,38.94935702,8.038650631,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: heuristic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,one_point,shuffle_indexes,-0.51363602,-1.495750124,-1.909724583,4.375057852,10.4821117,"Grade strategy: min, Selection: worst, Crossover: one_point, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,one_point,shuffle_indexes,-0.59930859,-1.562929402,-1.90993328,12.08304409,14.96187544,"Grade strategy: min, Selection: random, Crossover: one_point, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,arithmetic,flip_bit,-0.525498175,-1.505450637,-1.911057294,1.184891772,0.599605897,"Grade strategy: min, Selection: random, Crossover: arithmetic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,arithmetic,flip_bit,-0.530238396,-1.571517334,-1.911495577,1.530749329,1.490022508,"Grade strategy: min, Selection: worst, Crossover: arithmetic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,one_point,shuffle_indexes,-0.521559112,-1.512525906,-1.911548557,4.288474031,9.982050499,"Grade strategy: min, Selection: best, Crossover: one_point, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,heuristic,flip_bit,-0.534397967,-1.564847937,-1.912285575,37.2919331,11.60758255,"Grade strategy: min, Selection: roulette, Crossover: heuristic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,uniform,shuffle_indexes,-0.544800863,-1.522560883,-1.912410265,4.613284378,11.46223716,"Grade strategy: min, Selection: worst, Crossover: uniform, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,arithmetic,shuffle_indexes,-0.56421343,-1.538444352,-1.912529394,0.317796186,1.240922088,"Grade strategy: min, Selection: best, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,one_point,shuffle_indexes,-0.568848819,-1.562082298,-1.912603277,-1.562985093,1.125511914,"Grade strategy: min, Selection: tournament, Crossover: one_point, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,arithmetic,flip_bit,-0.526229398,-1.539006769,-1.912689488,-1.575396818,0.944830164,"Grade strategy: min, Selection: tournament, Crossover: arithmetic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,arithmetic,flip_bit,-0.532385755,-1.532859802,-1.912852763,1.519559043,1.386680892,"Grade strategy: min, Selection: best, Crossover: arithmetic, Mutation: flip_bit, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,arithmetic,shuffle_indexes,-0.547197556,-1.547197496,-1.913222955,-1.465222982,1.261465739,"Grade strategy: min, Selection: tournament, Crossover: arithmetic, Mutation: shuffle_indexes, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,arithmetic,gaussian,-4.14704011,-4.481340923,-4.585876264,136.6918519,167.9900046,"Grade strategy: min, Selection: random, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,stochastic_universal_sampling,one_point,gaussian,-9.237069364,-8.993883872,-6.990069101,547605.6081,60129.38643,"Grade strategy: min, Selection: stochastic_universal_sampling, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,arithmetic,gaussian,-8.966251007,-10.55855771,-10.03667178,313.4591895,1247.095119,"Grade strategy: min, Selection: worst, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,arithmetic,gaussian,-13.11846023,-13.85011819,-14.37736356,187.887715,442.1428306,"Grade strategy: min, Selection: best, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,roulette,one_point,gaussian,-14.85631833,-17.32299406,-14.6298902,297603.837,38291.89306,"Grade strategy: min, Selection: roulette, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,uniform,gaussian,-22.56933309,-23.2109963,-23.73605226,4206.431776,6049.016998,"Grade strategy: min, Selection: random, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,one_point,gaussian,-31.04085915,-31.5499714,-30.81574877,10.47639459,92.92766492,"Grade strategy: min, Selection: tournament, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,one_point,gaussian,-31.76335911,-33.3858786,-32.92109848,1803.519153,2621.095482,"Grade strategy: min, Selection: random, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,heuristic,gaussian,-36.95714725,-37.88400536,-36.88652419,2290.959329,4460.115728,"Grade strategy: min, Selection: best, Crossover: heuristic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,heuristic,gaussian,-37.89022927,-38.46295277,-38.81031549,2465.65508,3784.095989,"Grade strategy: min, Selection: worst, Crossover: heuristic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,random,heuristic,gaussian,-37.53274716,-39.07199322,-38.94596454,955.6742608,1344.012625,"Grade strategy: min, Selection: random, Crossover: heuristic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,one_point,gaussian,-48.22610681,-50.23573842,-47.33318146,5122.590297,7666.081262,"Grade strategy: min, Selection: worst, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,uniform,gaussian,-53.21647107,-52.8877317,-50.63475916,5796.903542,8671.276731,"Grade strategy: min, Selection: best, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,worst,uniform,gaussian,-54.38675268,-55.41367888,-55.05417843,5878.619448,9006.515233,"Grade strategy: min, Selection: worst, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,best,one_point,gaussian,-69.33618046,-72.15318613,-67.32574807,6509.812564,10314.49287,"Grade strategy: min, Selection: best, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,uniform,gaussian,-78.41493855,-79.64510109,-79.80776901,-49.24585981,119.3782407,"Grade strategy: min, Selection: tournament, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,heuristic,gaussian,-85.9774401,-86.50500505,-86.31846471,-45.06367756,128.7800053,"Grade strategy: min, Selection: tournament, Crossover: heuristic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,tournament,arithmetic,gaussian,-91.15977011,-92.25059591,-92.62824332,-58.27026917,86.88315761,"Grade strategy: min, Selection: tournament, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,arithmetic,gaussian,-129.4316306,-130.1912858,-130.6577947,-108.7112964,83.23875162,"Grade strategy: min, Selection: lexicase, Crossover: arithmetic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,one_point,gaussian,-179.901039,-179.9722108,-180.060988,-148.9425619,105.0847198,"Grade strategy: min, Selection: lexicase, Crossover: one_point, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,uniform,gaussian,-180.2705005,-180.8890148,-180.5575515,-150.3108059,104.471285,"Grade strategy: min, Selection: lexicase, Crossover: uniform, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
min,lexicase,heuristic,gaussian,-197.2445722,-199.2120537,-197.870028,-162.1897762,88.11039721,"Grade strategy: min, Selection: lexicase, Crossover: heuristic, Mutation: gaussian, Size population: 100, Probability mutation: 0.2, Probability crossover: 0.8, Number iteration: 150 "
